,0,Duygu
0,0.08027945423578199,dogs
0,0.049262152777777776,dogs
0,0.01056365966796875,dogs
0,0.04545283817744755,dogs
0,0.09165124725877193,dogs
0,0.25687735421316965,dogs
0,0.10665522780373832,dogs
0,0.02276535224438903,dogs
0,0.035079738693019946,dogs
0,0.09856073288690476,dogs
0,0.04639400652985075,dogs
0,0.08405078125,dogs
0,0.0705712161847015,dogs
0,0.09926912471719457,dogs
0,0.03970661569148936,dogs
0,0.08027945423578199,dogs
0,0.053689521655701754,dogs
0,0.06611104082321187,dogs
0,0.041345769708806816,dogs
0,0.050694861778846155,dogs
0,0.12580269973567532,dogs
0,0.078094482421875,dogs
0,0.04948274381868132,dogs
0,0.05395703125,dogs
0,0.056784569183526014,dogs
0,0.0865055006377551,dogs
0,0.06522378576807229,dogs
0,0.0851815779578877,dogs
0,0.1390426554144385,dogs
0,0.08199984009502924,dogs
0,0.06384204247754491,dogs
0,0.06155215992647059,dogs
0,0.06381802945523649,dogs
0,0.04654625618811881,dogs
0,0.06555818256578948,dogs
0,0.07251239079301075,dogs
0,0.056568287037037035,dogs
0,0.0631051092791411,dogs
0,0.055887372013651876,dogs
0,0.0621090078712406,dogs
0,0.1042737458881579,dogs
0,0.06561074642504931,dogs
0,0.06454550253378379,dogs
0,0.05185758513931889,dogs
0,0.062195212977707005,dogs
0,0.0366331006659836,dogs
0,0.06758335658482142,dogs
0,0.043210018382352944,dogs
0,0.06093857314560439,dogs
0,0.07194062751205788,dogs
0,0.06021656709558824,dogs
0,0.0644683837890625,dogs
0,0.05271350827991453,dogs
0,0.0645641850490196,dogs
0,0.04819231091832822,dogs
0,0.0694918012888418,dogs
0,0.05473507612179487,dogs
0,0.0522240990990991,dogs
0,0.06916155133928571,dogs
0,0.06774139404296875,dogs
0,0.06986577460106383,dogs
0,0.06696111505681818,dogs
0,0.05569439052795031,dogs
0,0.059528158723021585,dogs
0,0.058720999053030305,dogs
0,0.06781005859375,dogs
0,0.05165944081959707,dogs
0,0.05243140530873494,dogs
0,0.059166666666666666,dogs
0,0.05240328017979452,dogs
0,0.06082780393835616,dogs
0,0.054837134576612906,dogs
0,0.06443870319092827,dogs
0,0.05682508680555556,dogs
0,0.07044876453488372,dogs
0,0.06406449298469388,dogs
0,0.14386541193181818,dogs
0,0.06941430362654322,dogs
0,0.059361049107142856,dogs
0,0.07736614251592357,dogs
0,0.06496405847293814,dogs
0,0.07333832577720208,dogs
0,0.05602146423969072,dogs
0,0.06457855504587157,dogs
0,0.06663468567251463,dogs
0,0.058051876905487805,dogs
0,0.0904612177690583,dogs
0,0.05931348924512987,dogs
0,0.061295306096311473,dogs
0,0.060879597621681415,dogs
0,0.059481210082116785,dogs
0,0.0681591796875,dogs
0,0.061430959990530304,dogs
0,0.07570529513888889,dogs
0,0.08904465316991786,dogs
0,0.0740709806743421,dogs
0,0.08939796905222437,dogs
0,0.0838839623235887,dogs
0,0.06307627284896603,dogs
0,0.06143747249119718,dogs
0,0.06954183923192771,dogs
0,0.049368030699339205,dogs
0,0.061282835144927536,dogs
0,0.060304785976890755,dogs
0,0.07011912128712872,dogs
0,0.07833839699074074,dogs
0,0.07114374069940477,dogs
0,0.06441049727182539,dogs
0,0.14397961580300633,dogs
0,0.06301223466981132,dogs
0,0.05010801373106061,dogs
0,0.04060554504394531,dogs
0,0.07497395833333333,dogs
